timestamp,attitudeX,attitudeY,attitudeZ,gyroX,gyroY,gyroZ,gravityX,gravityY,gravityZ,accX,accY,accZ
0427134022517,0.5199351801304597,0.12018999862266135,-0.05522973301193613,-0.16532182693481445,-0.13717789947986603,0.024472109973430634,0.10405611246824265,-0.49682387709617615,-0.8615906238555908,0.003470413386821747,-0.00023609399795532227,0.0170290470123291
0427134022538,0.5168107397356612,0.11759819393446026,-0.05414799685831058,-0.15830925107002258,-0.08807262778282166,0.03174861520528793,0.10200431942939758,-0.4941099286079407,-0.8633947372436523,0.0011277198791503906,-0.002828061580657959,0.0237007737159729
0427134022557,0.5142965710316236,0.11580170955307556,-0.05292289357651945,-0.1278301477432251,-0.05314172804355621,0.040840864181518555,0.10059630125761032,-0.491922527551651,-0.8648078441619873,0.0007810294628143311,-4.121661186218262e-05,0.021695971488952637
0427134022578,0.5116721160035278,0.1142819942971576,-0.051526140271420474,-0.14351321756839752,-0.04483405500650406,0.04865529388189316,0.09942879527807236,-0.4896358847618103,-0.8662393093109131,0.001124553382396698,-0.004052072763442993,0.013270258903503418
0427134022597,0.5080559500918806,0.11177925684551582,-0.04948344299996102,-0.21187281608581543,-0.09608351439237595,0.07527688145637512,0.0974573865532875,-0.48647966980934143,-0.8682394027709961,0.0018448084592819214,-0.010260194540023804,0.008144497871398926
0427134022617,0.5023775494928491,0.10692787041149208,-0.0466537058910476,-0.3318850100040436,-0.19959428906440735,0.09816966205835342,0.09353740513324738,-0.4815106689929962,-0.8714345693588257,-0.0007811412215232849,-0.005509465932846069,0.007692933082580566
0427134022637,0.49445384984554624,0.10026211526910342,-0.043306756740447844,-0.4370545446872711,-0.27111777663230896,0.10802068561315536,0.08810573816299438,-0.4745509922504425,-0.875807523727417,-0.0014223307371139526,-0.00567936897277832,0.017665982246398926
0427134022657,0.48576327139854464,0.0936913688508444,-0.04032309371019961,-0.4446498453617096,-0.25460776686668396,0.08251804858446121,0.08273188024759293,-0.46688348054885864,-0.880440354347229,0.006133638322353363,0.003101944923400879,0.02712070941925049
0427134022676,0.47809031106041355,0.08812411084633123,-0.03807216500964558,-0.379833847284317,-0.22044627368450165,0.061539147049188614,0.07814197987318039,-0.4600844383239746,-0.8844298720359802,0.0006528720259666443,0.009455651044845581,0.026425838470458984
0427134022696,0.47171590793090074,0.0846003147226257,-0.036523761866905674,-0.3075120151042938,-0.1147935539484024,0.03411666303873062,0.07527124136686325,-0.4544154703617096,-0.8876039981842041,0.005110576748847961,0.008440583944320679,0.027646899223327637
0427134022716,0.46672927249435336,0.08260386691515349,-0.035360112682554394,-0.24447551369667053,-0.06827518343925476,0.030686480924487114,0.07368508726358414,-0.44996780157089233,-0.8899997472763062,-0.003282487392425537,0.010035306215286255,0.021635115146636963
0427134022736,0.4612565441127707,0.08033048363411903,-0.03418690011206425,-0.30453115701675415,-0.10262979567050934,0.0324084609746933,0.07185812294483185,-0.4450736939907074,-0.8926061987876892,-0.0021116062998771667,0.0002887248992919922,0.00733494758605957
0427134022757,0.4536210587527383,0.0765230084414096,-0.03266353780946587,-0.4158576428890228,-0.18145984411239624,0.0419234074652195,0.06871683150529861,-0.4382232427597046,-0.8962356448173523,0.004539266228675842,-0.007599443197250366,0.0030146241188049316
0427134022776,0.4444296119055349,0.07067333343691436,-0.030834634704119308,-0.48336562514305115,-0.2780400216579437,0.054404422640800476,0.06375474482774734,-0.4299429655075073,-0.9006022214889526,0.006220832467079163,-0.009410262107849121,0.005794405937194824
0427134022796,0.43482833313458163,0.06390966874762527,-0.028781992566477746,-0.48613739013671875,-0.2917540371417999,0.06277046352624893,0.05792293697595596,-0.4212547242641449,-0.9050908088684082,0.010725248605012894,-0.008989304304122925,0.01650869846343994
0427134022816,0.4263623111804027,0.05796248356817967,-0.02688205263625253,-0.411460280418396,-0.2507517337799072,0.06079007312655449,0.05274391546845436,-0.41356152296066284,-0.9089471697807312,0.01260848343372345,0.0027416646480560303,0.023218512535095215
0427134022835,0.41976176567405016,0.053709319660484985,-0.025118167934707912,-0.3124375343322754,-0.15450914204120636,0.06237196922302246,0.04902302473783493,-0.4075429141521454,-0.9118692278862,0.009752906858921051,0.007037907838821411,0.022478580474853516
0427134022856,0.4146475280074766,0.05118364321244206,-0.02355490844257687,-0.24825695157051086,-0.07984182983636856,0.05990269035100937,0.04682580754160881,-0.4028673470020294,-0.9140597581863403,0.002581268548965454,0.002636939287185669,0.015254437923431396
0427134022875,0.4098500929659322,0.04906518643147368,-0.02214941780712732,-0.2511107921600342,-0.0863007977604866,0.05339045822620392,0.04498358070850372,-0.3984718322753906,-0.9160767793655396,0.007612604647874832,4.1961669921875e-05,0.007353246212005615
0427134022895,0.40383833402270897,0.04484320870522414,-0.020641091875662293,-0.3291808068752289,-0.21846628189086914,0.06084065139293671,0.04122217744588852,-0.39295080304145813,-0.9186350703239441,0.012304853647947311,-0.00346490740776062,-0.0018529891967773438
0427134022915,0.39639415115872606,0.0388273188750102,-0.018941909095351022,-0.3897682726383209,-0.27476805448532104,0.06484388560056686,0.035807620733976364,-0.3860945999622345,-0.9217639565467834,0.006626393646001816,-0.00952795147895813,0.008279800415039062
0427134022935,0.3894282621017975,0.03358936537223943,-0.01754933032703183,-0.33347567915916443,-0.21496541798114777,0.04603324458003044,0.03106856159865856,-0.3796595335006714,-0.9246044754981995,0.006894716992974281,0.0034765303134918213,0.025051653385162354
0427134022955,0.38489337195397416,0.03073933442457183,-0.016765219345270352,-0.19144554436206818,-0.09988497197628021,0.027312003076076508,0.028485910966992378,-0.37546032667160034,-0.9264006018638611,0.009614739567041397,0.007074534893035889,0.03490447998046875
0427134022975,0.3825112540771048,0.03031588023134416,-0.01613217529182628,-0.1018984243273735,0.015887001529335976,0.02832637168467045,0.028120649978518486,-0.37325140833854675,-0.9273039698600769,0.008423611521720886,0.0012645423412322998,0.027156054973602295
0427134022994,0.3806448014543857,0.030753560909534735,-0.01532552276558656,-0.09643648564815521,0.03869355469942093,0.03688683733344078,0.02854788303375244,-0.37151920795440674,-0.9279862642288208,0.0019996725022792816,0.0008444786071777344,0.005774199962615967
0427134023014,0.37864920770972155,0.030249897676318825,-0.014488457615971714,-0.10495010763406754,-0.030682876706123352,0.03472980856895447,0.028102854266762733,-0.3696657121181488,-0.9287397265434265,0.007174938917160034,0.0030954480171203613,-0.006335437297821045
0427134023034,0.3766589229290412,0.028861123417072254,-0.013701983351359082,-0.1017785519361496,-0.06090396270155907,0.034817807376384735,0.026834195479750633,-0.36781567335128784,-0.9295114874839783,0.010244159027934074,0.0010012388229370117,0.0008144378662109375
0427134023055,0.37461403460584897,0.027412656725112262,-0.012816150524949908,-0.10618208348751068,-0.05387687683105469,0.04003296047449112,0.025508364662528038,-0.36591336131095886,-0.9302992820739746,0.009342238306999207,-0.0051126182079315186,0.004119992256164551
0427134023074,0.3730790751874002,0.026267275956410988,-0.011792905301941305,-0.0666343942284584,-0.03206530958414078,0.046066951006650925,0.024457523599267006,-0.36448442935943604,-0.9308882355690002,0.0034198369830846786,-0.0027117133140563965,0.009500265121459961
0427134023094,0.3722803424560531,0.025695090183577032,-0.01059281085457782,-0.03716597706079483,-0.004338206723332405,0.057028286159038544,0.023932350799441338,-0.3637405037879944,-0.9311928153038025,-0.0072701964527368546,0.0001302659511566162,0.003823399543762207
0427134023114,0.37147366265844334,0.024821036910640658,-0.00949827567570457,-0.044463861733675,-0.03137863054871559,0.04680801182985306,0.023125704377889633,-0.36298897862434387,-0.9315063953399658,-0.004662998020648956,0.008564502000808716,-0.002317488193511963
0427134023134,0.3706089267657696,0.023796070990249888,-0.008734134247360201,-0.04299435764551163,-0.03842603787779808,0.031727492809295654,0.022178390994668007,-0.3621830940246582,-0.931843101978302,-0.004631198942661285,0.008613169193267822,0.007159173488616943
0427134023154,0.36994879432003897,0.022787420914140915,-0.008161570867963203,-0.03337014466524124,-0.03894064947962761,0.025318430736660957,0.02124391868710518,-0.3615677058696747,-0.9321038126945496,-0.004169732332229614,0.009828835725784302,0.014454245567321777
0427134023174,0.36940070862086116,0.022367210691345868,-0.0077273075519489545,-0.022420648485422134,-0.0015929900109767914,0.01928798481822014,0.020856667309999466,-0.3610566258430481,-0.9323106408119202,-0.0011121854186058044,0.008005499839782715,0.020306825637817383
0427134023193,0.3695160747333332,0.022511120667706178,-0.0072752852302020435,0.011867060326039791,0.0205954909324646,0.02270643413066864,0.02098989672958851,-0.3611642122268677,-0.9322659969329834,-0.003961486741900444,0.008525162935256958,0.02064359188079834
0427134023213,0.3700337958136703,0.02342352036619106,-0.006852178196704249,0.028891555964946747,0.06532173603773117,0.019831037148833275,0.02183610573410988,-0.36164695024490356,-0.9320593476295471,0.0007464848458766937,0.008306056261062622,0.022664785385131836
0427134023233,0.3705069404040202,0.024595801899634593,-0.006299692589302297,0.017221346497535706,0.06304813921451569,0.029651693999767303,0.02292451448738575,-0.36208802461624146,-0.9318619966506958,-0.000814974308013916,0.0032846033573150635,0.016379058361053467
0427134023253,0.37039227530934726,0.0251204369201861,-0.005591634305792929,-0.012741080485284328,0.030392464250326157,0.0337311215698719,0.02341444231569767,-0.3619811236858368,-0.9318913221359253,0.002509789541363716,-0.001445770263671875,0.005895137786865234
0427134023273,0.3699793818162147,0.025068119290235554,-0.005009419417589071,-0.019680993631482124,0.0026792222633957863,0.02396940439939499,0.023369433358311653,-0.3615961968898773,-0.9320418834686279,0.0022496264427900314,0.0027011632919311523,0.001681685447692871
0427134023292,0.3703144452614308,0.025082971632085022,-0.004526598249081575,0.0302189402282238,0.01423628069460392,0.02528081089258194,0.023380234837532043,-0.36190858483314514,-0.9319203495979309,0.00011784583330154419,0.00325775146484375,0.00864022970199585
0427134023312,0.3714845523723126,0.02560138034620191,-0.00391946503485604,0.06546370685100555,0.04595743492245674,0.03286290168762207,0.02385249175131321,-0.3629991114139557,-0.9314841628074646,-0.0008884761482477188,0.006850749254226685,0.007135868072509766
0427134023332,0.37334581505808345,0.02652570328093698,-0.003429142156312874,0.1017724871635437,0.05585749074816704,0.022924713790416718,0.024695510044693947,-0.3647328019142151,-0.9307847023010254,-0.0021282434463500977,0.010507047176361084,0.003979742527008057
0427134023352,0.37527133376381594,0.027235016537865076,-0.00318178725212255,0.09104365110397339,0.03788980469107628,0.010192040354013443,0.025336550548672676,-0.36652499437332153,-0.9300631880760193,-0.004218872636556625,0.006210952997207642,0.003868579864501953
0427134023372,0.37691820503693435,0.027802267735855347,-0.003135096437014259,0.08243203908205032,0.029308822005987167,0.004617977421730757,0.025847310200333595,-0.3680567443370819,-0.9294440150260925,-0.00042666494846343994,0.00023543834686279297,0.012007951736450195
0427134023392,0.3786739852814461,0.028327315434577203,-0.002942269170530205,0.09125348925590515,0.03238983452320099,0.012227429077029228,0.026316964998841286,-0.3696887195110321,-0.9287828803062439,0.000965239480137825,0.0007688701152801514,0.014337539672851562
0427134023412,0.3800094715620359,0.028408327406858974,-0.0026110470371615564,0.05501407012343407,0.0009169578552246094,0.018004843965172768,0.02637816034257412,-0.3709292709827423,-0.9282864332199097,0.003269154578447342,8.681416511535645e-05,0.013429045677185059
0427134023432,0.38015193824929494,0.028150520171218277,-0.0020975667432818206,-0.008326897397637367,-0.0024982476606965065,0.026096338406205177,0.026137353852391243,-0.3710615634918213,-0.9282403588294983,0.002518145367503166,-0.00029966235160827637,0.022965550422668457
0427134023452,0.379981040879126,0.028058516007873145,-0.0015135042943892137,-0.007233433425426483,0.007681535556912422,0.02610050141811371,0.02605373039841652,-0.3709028661251068,-0.9283061623573303,0.0007554478943347931,0.00845286250114441,0.021276533603668213
0427134023472,0.38071056218768523,0.028192283739942727,-0.0009671009359885855,0.05050100013613701,0.017890114337205887,0.026997817680239677,0.0261702723801136,-0.37158024311065674,-0.9280319213867188,-0.0014973264187574387,0.007497549057006836,0.01738595962524414
0427134023491,0.38209490392299067,0.028576357861930895,-0.0006091150557941805,0.07185054570436478,0.02972782775759697,0.014830218628048897,0.02651198022067547,-0.37286511063575745,-0.9275067448616028,0.00151788629591465,0.010934025049209595,0.0160062313079834
0427134023511,0.38333609942887575,0.029229356164637312,-0.00047042478243065666,0.05723296105861664,0.0364842526614666,0.006016354542225599,0.0271040890365839,-0.37401652336120605,-0.9270259141921997,-0.0013935677707195282,0.005249530076980591,0.015327095985412598
0427134023531,0.3843033787794873,0.029804722705662576,-0.00037334295023457574,0.04766025021672249,0.023448895663022995,0.006522754207253456,0.02762667089700699,-0.37491342425346375,-0.9266480803489685,-0.00040554627776145935,0.0005160272121429443,0.013255476951599121
0427134023551,0.38519355560534674,0.0307393719702715,9.030993344733731e-05,0.044954195618629456,0.07258433103561401,0.03210604563355446,0.028482479974627495,-0.3757385313510895,-0.9262879490852356,0.00031028129160404205,-0.0029312968254089355,0.02729964256286621
0427134023571,0.386305079641183,0.03326444616924057,0.0012042651447379635,0.061109960079193115,0.17350228130817413,0.05990901216864586,0.03080742433667183,-0.3767683506011963,-0.9257950782775879,0.003508973866701126,-0.0032289624214172363,0.030529916286468506
0427134023591,0.38827581575084924,0.03682059279907058,0.0027896138520641846,0.10910414159297943,0.22182129323482513,0.08210005611181259,0.034072086215019226,-0.3785931468009949,-0.9249358773231506,0.008010968565940857,0.0005642473697662354,0.015098512172698975
